name,address,lat,long
Spar,"[199 Decies Road, Ballyfermot, Dublin 10, Ireland]",53.3393402,-6.3439298
Spar Glenageary,"[Glenageary Shopping Centre, Glenageary, Glenageary, Co Dublin, Ireland]",53.2730904,-6.1374998
Ann Daly - Supervalu,"[Church Road, Greystones, Co. Wicklow, Ireland]",53.14645,-6.0665202
Inagh Stores,"[88 Inagh Court, Ballybrack, Ballybrack, Co. Kerry, Ireland]",53.2496681,-6.1244602
Spar,"[Unit 1, South Richmond Street, Harcourt, Dublin 2, Ireland]",53.3312407,-6.2645566
Vivo(shankill Retail Trading Ltd),"[Rathsallagh dr Shankill, Shankill, Shankhill, Dublin 18, Ireland]",53.2374191,-6.1181202
Gerry's Supermarket,"[Gerry's Supermarket, 30/31 Strand Street, Skerries, Skerries, Co. Dublin, Ireland]",53.5797691,-6.1064401
Supervalu,"[Donabate SC Donabate, Donabate, Donabate, Co. Dublin, Ireland]",53.48712158,-6.148459911
Anatolia Turkish Halal Food Store,"[30 Great Strand St, North Inner City, Dublin 1, Ireland]",53.340229,-6.2232399
Centra Stores,"[Cathal Brugha Street, North Inner City, Dublin 1, Ireland]",53.3521118,-6.26021
Everything 2 Euro,"[S Great Georges St, South Inner City, Dublin 2, Ireland]",53.3544388,-6.2606702
Spar,"[111-112 Baggot Street Lower, Baggot Street, Dublin, Ireland]",53.33644947,-6.248803362
Superquinn,"[North Mean Street, Naas, Co. Kildare, Ireland]",53.219101,-6.6623998
Thomas Yourell Grocers,"[Dunboyne, Co. Meath, Ireland]",53.41951,-6.47593
Shay Teresa Bennett,"[155 Killester Avenue, Artane, Dublin 5, Ireland]",53.3757401,-6.2090998
Centra,"[35 Main St, Swords, Swords, Co. Dublin, Ireland]",53.45750479,-6.220853738
Tesco Ireland,"[Grange Park Parade, Killbarrack, Donaghmede, Dublin 5, Ireland]",53.3870087,-6.1553602
Supervalue,"[Oakbrook, Enniskerry, Enniskerry, Co. Wicklow, Ireland]",53.1892014,-6.1634698
Mace,"[Home Farm Road, Drumcondra, Drumcondra, Dublin 9, Ireland]",53.3738093,-6.2533501
Fresh,"[Market Square, Smithfield, James' Street, Dublin 7, Ireland]",53.3416,-6.28762
Duffy's SuperValu,"[Unit 7/8 Rosemount Shopping Centre, Marian Road, Rathfarnham, Ballyboden, Dublin 14, Ireland]",53.29055154,-6.298610339
Centra Stores,"[The Triangle, Rathmines, Ranelagh, Dublin 6, Ireland]",53.32535934,-6.252769947
Supervalu,"[Captains Hill, Leixlip, Co. Kildare, Ireland]",53.3701401,-6.4868102
Dunnes Stores,"[Citywest Shopping Centre, Citywest, City West, Citywest, Dublin 24, Ireland]",53.2835425,-6.422259808
Costcutter Express,"[70 Aungier St, South Inner City, Dublin, Ireland]",53.3406105,-6.2658501
Superquinn,"[Finglas, Finglas, Dublin 11, Ireland]",53.38988876,-6.302020073
Tesco,"[The Square Town Centre, Tallaght, Kingswood, Dublin 24, Ireland]",53.2859192,-6.3615298
Get Fresh,"[Unit 4a Stepaside Village, Stepaside, Stepaside, Dublin 18, Ireland]",53.2498207,-6.2146502
Supervalu,"[Santry, Santry, Dublin 9, Ireland]",53.39247131,-6.246079922
Eastwall Store,"[East Road, East Wall, East Wall, Dublin 3, Ireland]",53.3526192,-6.23212
Spar,"[2 Georges Quay, South Inner City, Dublin 2, Ireland]",53.3474388,-6.2534399
Spar,"[1 Bertram Court, The Liberties, Dublin 8, Ireland]",53.34806824,-6.248270035
Superquinn,"[North St Business Park, Swords, Swords, Co. Dublin, Ireland]",53.4624405,-6.2182398
Spar,"[245 Harolds Cross Road, Harold's Cross, Dublin 6w, Ireland]",53.3183289,-6.27913
Centra Stores,"[Unit 25, Corporation Food Market, Upper O'Connell street, South Inner City, Dublin 1, Ireland]",53.3441,-6.26749
Hands Superstore,"[Rush Road, Donabate, Lusk, Co. Dublin, Ireland]",53.52501,-6.16566
Centra,"[Ballast House, Westmoreland St, North Inner City, Dublin 2, Ireland]",53.3459511,-6.25912
Dawson's Londis,"[1 The Rise, Glasnevin, Whitehall, Dublin 9, Ireland]",53.3788185,-6.2621102
Spar,"[Carpenterstown Centre, Blanchardstown, Dublin 15, Ireland]",53.3753204,-6.38515
Buttercups,"[Enniskerry, Co. Wicklow, Ireland]",53.19316864,-6.173110008
Mace,"[Mill Street, Baltinglass, Co. Kildare, Ireland]",52.9422493,-6.7118502
SPAR Express,"[13 South Circular Road, South Circular Road, Dublin 8, Ireland]",53.3310978,-6.2852185
Supervalu,"[Baldoyle, Baldoyle, Dublin 13, Ireland]",53.39177,-6.13136
Dunnes Stores,"[The Mill Shopping Centre, Ninth Lock Road, Clondalkin, Clondalkin, Dublin 22, Ireland]",53.3290405,-6.39714
Kinsealy Supermarket,"[Unit 6 Feltrim Shopping Centre, Swords, Swords, Co. Dublin, Ireland]",53.44449997,-6.225240231
C & T Supermarket,"[Rivervalley Shopping Centre, Swords, Swords, Co. Dublin, Ireland]",53.4605,-6.22571
Number 8,"[8 Baggot Street Upper, Baggot Street, Dublin 4, Ireland]",53.3339691,-6.2445202
Tayto Ltd,"[Greencastle Road, Priorswood, Coolock, Dublin 5, Ireland]",53.3933487,-6.1978402
Mace,"[22 Errigal Road, Drimnagh, Dublin 12, Ireland]",53.3260994,-6.3217301
Supervalu,"[Dunshaughlin, Co. Meath, Ireland]",53.5141,-6.54118
Ballybough Stores,"[46 Ballybough Rd, Ballybough, Dublin 3, Ireland]",53.3610115,-6.2428498
Supervalu,"[Blessington, Co. Kildare, Ireland]",53.17430115,-6.555319786
McSwiney Michael,"[Crokestown, Cork, Ireland]",51.8983383,-8.4727898
Centra,"[Kilmessan, Co. Meath, Ireland]",53.56023026,-6.661280155
SuperValu,"[Main Street, Blanchardstown, Blanchardstown, Dublin 15, Ireland]",53.3870506,-6.37779
Donstar Ltd,"[Main Street, Dunboyne, Co. Meath, Ireland]",53.4188194,-6.4772801
The Food Centre,"[Hills Industrial Estate, Ste 12, Tymon, Dublin 24, Ireland]",53.2469406,-6.4284501
John A Mannion Supermarket,"[Strand Road, Portmarnock, Portmarnock, Dublin 13, Ireland]",53.4242935,-6.1331983
Supervalu,"[Kilcullen, Co. Kildare, Ireland]",53.13036,-6.74564
Superquinn,"[Newcastle Road, Lucan, Lucan, Co. Dublin, Ireland]",53.3342285,-6.4565601
Centra Foodhall,"[71-73 Woodview Grove, Blanchardstown, Blanchardstown, Dublin 15, Ireland]",53.3850288,-6.3853898
Spar,"[Manor Mall Shopping Centre, Brackenstown Road, Swords, Swords, Co. Dublin, Ireland]",53.4585419,-6.2571702
Abbey File Stores,"[25 Foster Avenue, Trimblestown, Mount Merrion, Co. Dublin, Ireland]",53.3023186,-6.2112298
Superprice Ltd,"[Unit 2, Frascati Centre, Mount Merrion, Blackrock, Co. Dublin, Ireland]",53.3001709,-6.18367
Evergreen,"[34 Wexford Street, South Inner City, Dublin 2, Ireland]",53.3371,-6.26572
Moo Honest Food,"[Liffey Valley Shopping Centre, Palmerstown, Lucan, Co. Dublin, Ireland]",53.3521805,-6.4142599
XL Stop & Shop,"[Aston Quay, Temple Bar, Dublin 2, Ireland]",53.3465004,-6.2610202
Aldi,"[3 Boghall Road, Bray, Co. Wicklow, Ireland]",53.18787,-6.1149101
Centra Foodhall,"[35 Lower Abbey Street, North Inner City, Dublin 1, Ireland]",53.3483417,-6.2586878
Spar,"[6 Finglas Terrace, Finglas Road, Glasnevin, Glasnevin, Glasnevin, Dublin 9, Ireland]",53.36624393,-6.272149438
londis,"[Phoenix Park Ave, Dublin, Castleknock, Dublin, Ireland]",53.37222672,-6.338643074
The Best of Italy,"[Dunville Ave, Ranelagh, Cowper, Dublin 6, Ireland]",53.3209686,-6.2572198
Supervalu,"[Wentworth st Wicklow Town, Wicklow, Ireland]",52.9819298,-6.04492
Spar Shop,"[120-122 Lower Kilmacud Road, Kilmacud, Stillorgan, Co. Dublin, Ireland]",53.2885094,-6.21668
ADM Londis,"[160a Crumlin Road, Crumlin, Dublin 12, Ireland]",53.3288,-6.30381
Dunnes Stores,"[Nutgrove Shopping Centre, Rathfarnham, Dublin 14, Ireland]",53.3015785,-6.2455201
Spar,"[Clonsilla Weavers Row, Clonsilla, Dublin 15, Ireland]",53.3830986,-6.4192901
Spar,"[5 Orwell Road, Terenure, Rathgar, Dublin 6, Ireland]",53.3118362,-6.2743344
Tesco Ireland,"[Balbriggan Shopping Centre, Balbriggan, Balbriggan, Co. Dublin, Ireland]",53.5952606,-6.1778498
John O'Brien Freezer Foods Ltd,"[Jamestown Road, Inchicore, Inchicore, Dublin 8, Ireland]",53.3349419,-6.3308702
Tesco Extra,"[Carton Park, Dublin Road, Maynooth, Co. Kildare, Ireland]",53.382019,-6.58567
SPAR,"[Mayor Street Bridge, Irish Financial Services Centre, IFSC, Dublin 1, Ireland]",53.34949921,-6.248562634
Spar,"[Talbot Street, Gardiner Street, Dublin 1, Ireland]",53.3507614,-6.2540798
Centra Malahide Road,"[68A Malahide Road, Clontarf, Dublin 3, Ireland]",53.3674583,-6.2274098
Xpatfood Limited,"[105 Nephin Road, Cabra, Navan Road, Dublin, Ireland]",53.3670006,-6.30443
Tesco Ireland,"[Artane Castle 5, Artane, Coolock, Dublin 5, Ireland]",53.3821602,-6.21071
Londis,"[Unit 4 Sandyford Hall SC 18, Sandyford, Sandyford, Dublin 18, Ireland]",53.27648619,-6.209013462
Dunnes Stores,"[Crumlin Shopping Centre, Crumlin, Rathfarnham, Dublin 12, Ireland]",53.3255081,-6.3147402
Spar,"[120 - 122 Lower Kilmacud Road, Stillorgan, Kilmacud, Dublin, Ireland]",53.2887306,-6.2207198
Asian Supermarket,"[Priory Mall, Old Dublin Road, Stillorgan, Stillorgan, Dublin 14, Ireland]",53.29090002,-6.200271894
Spar,"[Castleknock Village Shopping Centre, Castleknock, Dublin 15, Ireland]",53.3816986,-6.3709002
Tesco Ireland,"[Upper Ballyfermot Road, Ballyfermot, Dublin 10, Ireland]",53.3440208,-6.3742199
Spar,"[Block 10 Riverwalk Citywest Business Campus, City West, Dublin 24, Ireland]",53.28204,-6.34175
Spar,"[Sea Bank Coast Road, Malahide, Malahide, Co. Dublin, Ireland]",53.4500885,-6.1414399
Spiceland Cash & Carry,"[4 S Richmond St, Harcourt, Dublin 2, Ireland]",53.3322983,-6.2643099
Byrne Joe,"[Square, Ringsend, Dublin 1, Ireland]",53.3480682,-6.24827
Connolly's Foodstore Roundwood,"[Togherbeg, Round Wood, Wicklow, Ireland]",52.97850037,-6.036650181
Spar,"[28 Westmoreland Street, South Inner City, Dublin 2, Ireland]",53.3462791,-6.2589102
Rewe,"[Bramfelder Chaussee 230, North Inner City, 22177 Hamburg, Germany]",53.3498053,-6.2603097
Griffin's Londis,"[12, St Stephens Green, South Inner City, Dublin 2, Ireland]",53.3396263,-6.2588358
Spar,"[St Patrick's Street, Clanbrassil Street, Dublin, Ireland]",53.33903496,-6.27242256
Centra Stores,"[30 Lower Camden Street, Harcourt, Dublin 2, Ireland]",53.3343,-6.26499
Spar,"[9 Hanover Quay, Grand Canal Dock, Dublin, Ireland]",53.34424369,-6.236489341
Spar,"[Cork St, South Circular Road, Dublin 8, Ireland]",53.3368912,-6.2870898
Bulgarian Grocery & Food Store,"[341 South Circular Road, Dolphins Barn, Dublin 8, Ireland]",53.3339005,-6.2923298
Spar,"[24 Marino Mart, Fairview, Marino, Dublin, Ireland]",53.3642,-6.23144
Iceland,"[Navan Road, Cabra, Cabra, Dublin 7, Ireland]",53.3834,-6.3681002
Londis,"[Liberties 5/6 Ardilaun ct Patrick st 8, Ship Street, North Inner City, Dublin 8, Ireland]",53.34806824,-6.248270035
Spar,"[Colmmontgomery, Trading House, Shankill, North Inner City, Dublin 18, Ireland]",53.34806824,-6.248270035
Spar,"[U1-2 Chandlers Court, North Inner City, Dublin 8, Ireland]",53.34806824,-6.248270035
Spar,"[Shankill Main St, Shankill, North Inner City, Dublin 18, Ireland]",53.3490105,-6.34343
Link Express featuring Fornetti,"[Busaras Luas Stop, 2 Store Street, North Inner City, Dublin 1, Ireland]",53.3501205,-6.2511902
Spar,"[177 Lower Kimmage Road, Dublin 6w, Ireland]",53.3152084,-6.29491
Spar,"[133 Galtymore Road, Drimnagh, Dublin 8, Ireland]",53.3344498,-6.31949
Londis,"[Main Road, Shankill, Finglas, Dublin 18, Ireland]",53.3862,-6.29591
Clever Buys,"[Clune Road, Finglas East, Finglas, Dublin 11, Ireland]",53.39097485,-6.294178963
Supervalu,"[Main Street, Ballymun, Ballymun, Rathcoole, Co. Dublin, Ireland]",53.39643418,-6.26445803
Centra,"[Crumlin, Crumlin, Dublin 12, Ireland]",53.3255081,-6.3147402
Quinn's Centra Poppintree,"[1-2 Poppintree Parade, Ballymun, Ballymun, Dublin, Ireland]",53.40015182,-6.276981309
Charlie's Chocolates,"[4 Dundrum Road, Dundrum, Dublin, Ireland]",53.2942581,-6.2455802
EcoDirect,"[61 Park West Enterprise Centre, Lavery Avenue, Park West, Dublin 12, Ireland]",53.3346405,-6.3672299
Dunnes Stores,"[Northside Shopping Centre, Coolock, Kilmore, Dublin 5, Ireland]",53.3929901,-6.2147598
Centra Foodmarket Rialto,"[455 457 Sth Circular Road, Dublin 8, Ireland]",53.3374557,-6.2990074
Spar,"[Unit 5, Navan Road, Blanchardstown, Dublin 6w, Ireland]",53.3833504,-6.3679299
Mc Hugh's Centra Greendale,"[Greendale Shopping Centre, Greendale Road, Kilbarrack, Kilbarrack, Dublin 5, Ireland]",53.3851814,-6.1532798
Supervalu,"[Ratoath, Co. Meath, Ireland]",53.50714,-6.46435
Tesco,"[Park Pointe Glenageary Road Upper Dun Laoghaire, Salynoggin, Dublin, Ireland]",53.2776489,-6.12888
Mimnagh Shop,"[Main Street, Slane, Co. Meath, Ireland]",53.70858,-6.5434198
Dunnes Stores,"[Walkinstown, Walkinstown, Dublin 11, Ireland]",53.3245316,-6.3412099
Dunnes Stores,"[Rathbeale Road, Swords, Swords, Co. Dublin, Ireland]",53.4703903,-6.2458501
Flemings Grocer Store,"[Redcross, Co. Wicklow, Ireland]",52.88956,-6.14525
Rhode Island Stores,"[Rhode Island, Portrane, Swords, Swords, Co. Dublin, Ireland]",53.44449997,-6.225240231
Centra Supermarket,"[U6 Boghall Shopping Centre, Bray, Co. Wicklow, Ireland]",53.19049835,-6.143430233
Howth Stores,"[16 Main Street, Howth, Howth, Dublin 13, Ireland]",53.384861,-6.0653801
Gallagher Paul,"[26 Manor Street, Stoneybatter, Dublin 7, Ireland]",53.3527908,-6.28406
Kilmore Stores,"[19 Kilmore Road, Beaumont, Dublin 5, Ireland]",53.3865814,-6.2158399
ABC Stores,"[43 Bunting Road, Walkinstown, Dublin 12, Ireland]",53.3198891,-6.32725
Iceland,"[Le Fanu Road, Ballyfermot, Ballyfermot, Dublin 10, Ireland]",53.3417892,-6.3562999
Brady's Convenience Store,"[7 Drummartin Road, Kilmacud, Dublin 14, Ireland]",53.2896614,-6.22577
Sidmonton Stores,"[Sidmonton Road, Bray, Co. Wicklow, Ireland]",53.1991615,-6.1012702
McHugh Centra,"[Unit 17 Edenmore Shopping Centre, Raheny, Raheny, Dublin 5, Ireland]",53.3890991,-6.1823201
Moriarty Group,"[Unit 15 Palmerstown Centre, Kennelsfort Road, Palmerstown, Dublin 20, Ireland]",53.3498917,-6.3777299
Centra,"[136 Capel Street, North Inner City, Dublin 1, Ireland]",53.3479881,-6.2688098
My G Superstore,"[118 Dorset Street Upper, Inns Quay, Dublin 1, Ireland]",53.3545303,-6.26685
Anto's Stop & Shop,"[17 King Street North, Smithfield, Dublin 7, Ireland]",53.3405991,-6.2632198
Spar,"[Custom House Square Block C, IFSC, Dublin 1, Ireland]",53.3480682,-6.24827
Spar,"[6 The Park Shop cntr, South Inner City, Dublin 18, Ireland]",53.2830391,-6.3541398
Griffin Centra Head Office,"[34 Upper Gardiner Street, Rotunda, Dublin 1, Ireland]",53.3567886,-6.25911
Windsor Arcade,"[82 Meath Street, The Liberties, Dublin 8, Ireland]",53.3417816,-6.2786102
Happy Apple The,"[59 Seville Place, IFSC, Dublin 1, Ireland]",53.3510284,-6.2414098
Asian Food Stores,"[34 Lower Clanbrassil Street, Portobello, Dublin 8, Ireland]",53.3308182,-6.2759099
24 Hour Shop,"[101 Lower Rathmines Road, Rathmines, Dublin 6, Ireland]",53.3184395,-6.2648401
Derek Healy,"[199 Harolds Cross, Rathmines, Dublin 6w, Ireland]",53.3195877,-6.2790108
Caulfields Super Markets Ltd,"[27 National Irish Bank, College Green, North Inner City, Dublin 2, Ireland]",53.3448296,-6.2592201
Spar Milltown,"[U5 Milltown Centre, Milltown Road, Milltown, Dublin 6, Ireland]",53.315731,-6.2453599
Superquinn,"[Main Street, Ashtown, Blanchardstown, Dublin 11, Ireland]",53.38588161,-6.375117302
Decies Mini Market,"[57 Decies Road, Ballyfermot, Dublin 10, Ireland]",53.340889,-6.3359399
Mace,"[Walkinstown Avenue, Walkinstown, Dublin 12, Ireland]",53.3245316,-6.3412099
Paynes Bettabuys,"[292 Ballyfermot Road, Ballyfermot, Ballyfermot, Dublin 10, Ireland]",53.3424339,-6.3522415
Borza Takeaway,"[1 Ballyroan Road, Rathfarnham, Dublin 16, Ireland]",53.2936516,-6.3085198
Centra Stores,"[514 S Circular Road, Rialto, Dublin 8, Ireland]",53.3359,-6.29671
Superquinn,"[Charlesland Centre, Charlesland, Greystones, Co. Wicklow, Ireland]",53.1225891,-6.0731602
Stripes,"[72 Monsktown Road Lower, Leopardstown, Dun Laoghaire, Co. Dublin, Ireland]",53.29359818,-6.13465023
Spar,"[Dun Laoghaire 48 Sandycove Road, Dun Laoghaire, Co. Dublin, Ireland]",53.2861404,-6.11835
Lidl,"[Dublin Road, Sutton, Dublin Road, Co. Limerick, Ireland]",53.2025719,-8.5438204
Farm Fresh Fruit & Veg,"[67 Strand Street, Skerries, Skerries, Co. Dublin, Ireland]",53.57737124,-6.105697821
Oasis Retail Services,"[12 North west bus Park, Clonsilla, Dublin 15, Ireland]",53.3750687,-6.3649802
Centra Stores,"[Mellita Road, Kildare, Ireland]",53.1564903,-6.9091201
Donnybrook Fair Stillorgan,"[Units 47-49, Stillorgan Shopping Center, Stillorgan, Dublin, Ireland]",53.3480682,-6.24827
Thomas Richardson,"[Lacken, Blessington, Co. Kildare, Ireland]",53.1722794,-6.53056
Dunnes Stores Ltd,"[Quinnsboro Road, Bray, Co. Wicklow, Ireland]",53.19049835,-6.143430233
Adelaide Stores Ltd,"[13 Adelaide Road, Glenageary, Co. Dublin, Ireland]",53.2855988,-6.1237402
Dunnes Stores,"[Kilnamanagh Shopping Centre, Maybarry Road Tallaght, North Inner City, Dublin 24, Ireland]",53.34806824,-6.248270035
SuperValu,"[Johnstown Centre, Johnstown, Navan, Co. Meath, Ireland]",53.643557,-6.659971
Malahide Foods Ltd,"[Yellow Walls Road, Malahide, Malahide, Co. Dublin, Ireland]",53.4522591,-6.1723599
Centra,"[Vevay Road, Bray, Co. Wicklow, Ireland]",53.1914291,-6.10463
Garryvoe Ltd,"[7th Floor Hume House D4, Ballsbridge, Beggar'S Bush, Dublin 4, Ireland]",53.3363495,-6.23417
Fresh Fields,"[38 Drumcondra Road Lower, Drumcondra, Dublin 9, Ireland]",53.3619995,-6.2588701
Mace,"[Whitestown Road, Rush, Rush, Co. Dublin, Ireland]",53.5185699,-6.1284499
Mace,"[9 Trinity Street, Drogheda, Co. Louth, Ireland]",53.7163315,-6.3582501
Vivo Supermarket,"[Drogheda Road, Clogherhead, Co. Louth, Ireland]",53.7902298,-6.2401299
LiDL,"[Walkinstown Avenue, Walkinstown, Walkinstown, Dublin 12, Ireland]",53.32209608,-6.339963117
St Ledgar,"[Upper Main Street, Rush, Rush, Co. Dublin, Ireland]",53.5225601,-6.0960498
Cassells Bros,"[147 Emmet Road, Kilmainham, Dublin 8, Ireland]",53.3401299,-6.3172402
Laurel Stores,"[U10 Laurel Shopping Centre, Castleknock, Castleknock, Dublin 15, Ireland]",53.3755989,-6.3803902
Centra,"[97/98 Pearse Street, Grand Canal Dock, Dublin 2, Ireland]",53.34326108,-6.244134388
Tesco Ireland,"[Newbridge Moorefield, Curragh, Co. Kildare, Ireland]",53.17342,-6.8082199
Spar,"[4 Woodbine Park, Trimblestown, Blackrock, Co. Dublin, Ireland]",53.3107109,-6.2079101
Brady's,"[Delgany, Co. Wicklow, Ireland]",53.13327644,-6.09139625
John Mulvany Fruit's Ltd,"[Garristown, Garristown, Co. Dublin, Ireland]",53.56760025,-6.382500172
Legends Tax Free Shop,"[Departures Lounge, Santry, Dublin Airport, Co. Dublin, Ireland]",53.42630005,-6.233980179
John Gogan & Co,"[Dunshaughlin, Co. Meath, Ireland]",53.5141,-6.54118
Gyves Richd,"[Main Street, Blessington, Co. Kildare, Ireland]",53.1708107,-6.5325499
Duffy Group Ltd,"[Unit 1 Manor Street, Stoneybatter, Dublin 7, Ireland]",53.3525391,-6.2841101
Centra Food Market,"[Old Yellow Walls Road, Malahide, Malahide, Co. Dublin, Ireland]",53.4522591,-6.1723599
Corner Shop Ltd,"[70 St. Marys Road, Walkinstown, Dublin 3, Ireland]",53.3230896,-6.3200202
Abidjan Market,"[Prussia St, Stoneybatter, Grangegorman, Dublin 7, Ireland]",53.3554916,-6.2876201
Alan Geary,"[94 Carysfort Avenue, Blackrock, Blackrock, Co. Dublin, Ireland]",53.2974701,-6.1804299
Co-Op Stores,"[55 Kilbarrick Road, Kilbarrack, Dublin 5, Ireland]",53.3866997,-6.1476002
Duffy Group Ltd,"[Gerry Duffy House, Old Bawn Shopping, Tallaght, Tallaght, Dublin 24, Ireland]",53.2806702,-6.36555
Barnhill Supply Stores Ltd,"[Barnhill Road, Dalkey, Dalkey, Co. Dublin, Ireland]",53.2776413,-6.11133
Mace,"[115 Jamestown Road, Finglas, Finglas, Dublin 11, Ireland]",53.3942184,-6.2951598
Mace,"[Morristown, Co. Kildare, Ireland]",53.23419952,-6.598529816
Clarke Tom,"[Bayview Killiney, Rochestown, Ballybrack, Dun Laoghaire, Co. Dublin, Ireland]",53.29359818,-6.13465023
World Brands Duty Free Ltd,"[32 Shrewsbury Park, Ballsbridge, Dublin 4, Ireland]",53.3244896,-6.2186499
River Valley Newsagents,"[Rivervalley Shopping Centre, Swords, Swords, Co. Dublin, Ireland]",53.453177,-6.24276638
Lynams Newsagents,"[5 Farmhill Road, Dundrum, Dublin 14, Ireland]",53.2984314,-6.2368202
Poundsworth,"[Main Street, Clondalkin, Clondalkin, Dublin 22, Ireland]",53.3207092,-6.39399
Matchbox,"[Emmet Street, Trim, Co. Meath, Ireland]",53.5536613,-6.7935901
Spar Churchtown,"[119 Breamor Road, Churchtown, Dublin 14, Ireland]",53.3005104,-6.2635398
Aldi,"[Nutgrove Retail Park, Rathfarnham, Rathfarnham, Churchtown, Co. Dublin, Ireland]",53.29274381,-6.269063428
Sean Curtis Grocers,"[Stackallen, Co. Meath, Ireland]",53.6946793,-6.60747
Byrne's Costcutters,"[Chapel Street, Ballymore Eustace, Co. Kildare, Ireland]",53.1323013,-6.6156998
Thos Geraghty,"[Greenfields Shopping Centre, Maynooth, Co. Kildare, Ireland]",53.38499832,-6.59360981
Munkberrys General Store,"[14 Castle Street, Dalkey, Dalkey, Co. Dublin, Ireland]",53.2777481,-6.1049399
L & A Stores,"[90 Moreen Road, Sandyford, Dublin 16, Ireland]",53.2736816,-6.22472
Tobins,"[247 Swords Road, Whitehall, Dublin 9, Ireland]",53.3886299,-6.2461901
Tesco Ireland,"[Booth Road, Clondalkin, Clondalkin, Dublin 22, Ireland]",53.3328094,-6.3954601
Daly J & T Ltd,"[213b Botanic Avenue, Drumcondra, Dublin 9, Ireland]",53.3683701,-6.2585201
Tesco Ireland,"[Navan Shopping Centre, Navan, Co. Meath, Ireland]",53.6682816,-7.0166302
Coreana Supermarket,"[19 Little Britain St, North Inner City, Dublin 1, Ireland]",53.3492584,-6.2697201
Caulfield Supermarkets Ltd,"[Malahide Shopping Cntr, North Inner City, Malahide, Dublin 17, Ireland]",53.4322586,-6.1750302
Glendalough Green,"[TOP Station Laragh, Glendalough, Bray, Co. Wicklow, Ireland]",53.009219,-6.295556
Flemings,"[Barndarrig, Kilbride, Co. Wicklow, Ireland]",52.93038177,-6.097300053
Smiths Stores,"[Slane, Co. Meath, Ireland]",53.70845,-6.54334
The Stile,"[Navangate, Trim, Trim, Co. Meath, Ireland]",53.55761719,-6.788777828
Hennessy's Food Store,"[151 Upper Rathmines Road, Rathgar, Dublin 6, Ireland]",53.3161011,-6.26546
H Healy General Store,"[Mornington, Co. Louth, Ireland]",53.722229,-6.2820101
Tesco Ireland,"[Sandyford Road, Sandyford, Dublin 16, Ireland]",53.2839317,-6.23592
Spar,"[Smithfield Unit 6 Smithfield Village, Smithfield, Dublin 7, Ireland]",53.3487511,-6.27841
Saint Martin Food Centre,"[Belvadere Court, Mountjoy, Dublin 1, Ireland]",53.3578491,-6.25877
Carolan L,"[12 Upper Sherrard Street, Mountjoy, Dublin 1, Ireland]",53.3604813,-6.2588701
S Maher,"[14 Berkeley Road, Inns Quay, Dublin 7, Ireland]",53.3586388,-6.2698202
Fresh Produce Shop,"[81 Ballybough Road, Ballybough, Dublin 3, Ireland]",53.3590088,-6.2458301
G & T Foodstore,"[20 Crumlin Road, Crumlin, Dublin 20, Ireland]",53.3317299,-6.2946901
Spar,"[89 Terenure Road North, Terenure, Dublin 6w, Ireland]",53.3107185,-6.28298
Better Buy,"[14 Errigal Road, Drimnagh, Dublin 12, Ireland]",53.3257103,-6.3214202
Centra,"[Greenpark, Windy Arbour, Dublin 22, Ireland]",53.3036308,-6.2585702
Daly Jas,"[45 Gracefield Road, Artane, Dublin 5, Ireland]",53.3821793,-6.2009201
Spar,"[Glasnevin Dublin City University, Whitehall, Dublin 9, Ireland]",53.3891602,-6.2660899
Centra Foodstore,"[34 Brookwood Rise, Artane, Dublin 5, Ireland]",53.37817,-6.1940498
Spar,"[437 Howth Road, Raheny, Dublin 5, Ireland]",53.3801117,-6.1723099
Supervalu,"[Duke Street, Athy, Co. Kildare, Ireland]",52.9916611,-6.98664
Londis Belgard,"[Tallaght Retail Centre, Unit 3, Tallaght, Tallaght, Dublin 24, Ireland]",53.2859192,-6.3615298
Spar,"[Strand Road, Portmarnock, Portmarnock, Dublin 13, Ireland]",53.4242935,-6.1331983
Mace,"[York Road, Dún Laoghaire, Dun Laoghaire, Co. Dublin, Ireland]",53.2914886,-6.1433101
News Fare,"[U1 Strand Centre, Portmarnock, Portmarnock, Dublin 13, Ireland]",53.4242935,-6.1331983
Chapmans Superstore,"[3 Castle Crescent, Clondalkin, Clondalkin, Dublin 22, Ireland]",53.3212318,-6.3902998
Fields Supermarket,"[Corner House, Kilcock, Co. Kildare, Ireland]",53.3992691,-6.667920113
O'rourke John,"[Robertstown, Co. Kildare, Ireland]",53.27047,-6.8165
Jim Cullen,"[80 Oaklawn Estate, Leixlip, Co. Kildare, Ireland]",53.3660889,-6.50352
Jack Windsors,"[Wayside, Enniskerry, Co. Wicklow, Ireland]",53.19316864,-6.173110008
Scally's Centra Supermarket,"[Main Street, Enfield, Co. Meath, Ireland]",53.4142685,-6.8303399
Cavistons of Sandycove,"[59 Glasthule Rd, Sandycove, Dun Laoghaire, Co. Dublin, Ireland]",53.29359818,-6.13465023
Spar,"[Clondalkin Dutch Village, Clondalkin, Clondalkin, Dublin 22, Ireland]",53.3328094,-6.3954601
Mace,"[Enfield, Co. Meath, Ireland]",53.41429901,-6.830470085
Jasper Trading,"[51b Robinhood Industrial Estate, Naas Road, Clondalkin, Dublin 22, Ireland]",53.3328094,-6.3954601
T Mollahan Grocers,"[Bective, Co. Meath, Ireland]",53.5891304,-6.708839893
